id,tenure_months,monthly_charge,contract,internet,tech_support,online_security,streaming_tv,paperless,payment,senior,partner,dependents,phone_lines,support_calls,late_payments,data_gb,referred,region,churn
T00119,8,97.7,month-to-month,dsl,no,no,yes,no,mailed check,0,no,yes,1,0,0,22,no,north,no
T00961,8,25.7,month-to-month,none,yes,yes,yes,yes,e-check,0,no,no,2,2,0,75,no,north,no
T00393,63,85.4,one-year,dsl,no,yes,yes,yes,e-check,0,no,yes,1,1,0,69,no,north,no
T05084,43,64.3,month-to-month,fibre,no,no,no,yes,e-check,0,no,no,1,1,0,118,no,islands,no
T01670,1,63.5,month-to-month,dsl,yes,yes,no,no,e-check,0,no,yes,2,0,3,75,no,centre,no
T06782,111,38.7,month-to-month,fibre,no,no,no,yes,mailed check,0,no,no,1,0,0,104,yes,islands,no
T01297,20,64,month-to-month,fibre,no,yes,yes,yes,bank transfer,0,no,no,1,0,1,77,no,islands,no
T06368,40,54,one-year,fibre,yes,no,no,no,card,0,yes,yes,2,0,0,8,yes,north,no
T01808,45,57,one-year,fibre,yes,no,yes,yes,bank transfer,0,no,no,2,1,0,53,no,south,no
T00410,72,107,two-year,dsl,yes,no,yes,yes,e-check,0,no,yes,1,0,0,31,no,north,no
T02038,138,97.9,two-year,none,no,no,no,no,card,0,yes,no,0,2,0,79,no,north,no
T01438,55,76.5,month-to-month,none,no,no,no,no,bank transfer,0,no,no,0,1,0,99,no,islands,no
T02608,52,106.4,two-year,dsl,yes,no,yes,yes,e-check,0,no,no,2,0,0,30,no,islands,no
T04782,17,52.9,one-year,none,yes,yes,no,yes,card,0,yes,no,1,1,1,30,no,centre,no
T02951,11,36.8,month-to-month,none,yes,no,yes,yes,e-check,0,yes,no,1,0,1,139,no,islands,yes
T04003,13,40.1,month-to-month,dsl,yes,yes,yes,yes,e-check,0,no,yes,1,0,0,69,no,north,no
T02997,23,44.2,one-year,fibre,no,no,no,yes,card,1,yes,no,1,0,0,53,yes,centre,no
T04529,1,34.2,month-to-month,dsl,no,no,no,no,bank transfer,0,no,no,1,1,2,56,no,south,no
T00803,6,30.9,month-to-month,fibre,no,no,no,yes,card,0,no,no,0,0,0,63,no,south,yes
T02778,20,36.6,month-to-month,fibre,no,yes,no,no,card,0,no,no,3,1,1,20,no,north,no
T06473,2,87.7,month-to-month,fibre,no,no,yes,yes,mailed check,0,yes,yes,2,0,0,8,no,north,no
T02212,8,38.2,month-to-month,fibre,no,no,no,yes,card,0,no,no,2,0,0,62,no,islands,no
T02050,9,86.7,one-year,dsl,no,no,no,yes,card,0,no,no,2,5,1,71,yes,islands,yes
T04483,55,36.1,two-year,none,no,yes,yes,yes,mailed check,0,yes,no,2,0,0,42,no,centre,no
T00350,7,53.8,two-year,fibre,no,yes,yes,no,card,0,yes,no,1,1,1,95,no,islands,yes
T04675,4,76.4,month-to-month,fibre,yes,no,no,no,card,0,yes,yes,1,1,0,103,no,centre,no
T02059,9,100.1,month-to-month,dsl,yes,no,no,no,bank transfer,0,no,yes,2,1,2,100,no,islands,no
T03966,58,61.7,two-year,dsl,yes,no,no,no,card,0,yes,yes,1,0,0,47,no,centre,no
T05335,39,58.9,month-to-month,none,yes,no,no,no,bank transfer,1,no,no,1,1,0,144,no,north,yes
T02678,8,58.1,two-year,fibre,yes,yes,no,yes,mailed check,0,yes,no,1,1,1,80,no,north,no
T00113,30,78.6,two-year,none,no,yes,no,yes,card,0,no,no,1,2,2,61,no,centre,no
T04175,52,56.2,month-to-month,none,no,no,yes,yes,e-check,1,yes,no,1,2,1,44,no,centre,yes
T05254,38,93.3,one-year,none,no,no,no,no,e-check,1,no,no,2,0,1,109,no,islands,yes
T04744,3,31.6,month-to-month,dsl,yes,no,no,yes,mailed check,0,no,no,1,1,2,75,no,centre,yes
T05834,53,43.7,two-year,dsl,no,yes,no,no,mailed check,0,yes,no,1,1,2,70,no,islands,no
T05234,6,109.4,one-year,fibre,no,yes,yes,yes,card,0,yes,no,2,2,0,71,no,islands,no
T03750,60,34.6,month-to-month,fibre,no,no,no,no,e-check,0,yes,no,1,0,2,177,no,centre,no
T00811,5,82.6,month-to-month,none,yes,no,yes,yes,bank transfer,0,yes,no,1,3,1,141,no,islands,no
T00199,7,41.1,month-to-month,dsl,no,no,yes,yes,card,1,yes,no,2,0,0,37,no,north,no
T01443,39,24.9,one-year,fibre,yes,no,no,yes,bank transfer,0,yes,yes,2,2,0,248,no,north,yes
T06828,4,21.2,one-year,dsl,no,yes,no,yes,card,0,no,no,1,2,2,182,no,south,no
T06211,9,83.5,one-year,dsl,no,yes,no,no,e-check,0,yes,no,1,0,2,108,yes,north,no
T01571,59,27.2,month-to-month,dsl,yes,no,no,yes,card,0,no,no,2,1,0,69,no,north,no
T03129,6,77,month-to-month,dsl,no,no,yes,yes,bank transfer,0,no,yes,1,1,1,52,no,islands,yes
T03270,31,30.5,month-to-month,dsl,no,yes,no,yes,e-check,0,yes,no,0,0,0,90,no,islands,no
T01367,3,57.7,one-year,fibre,no,no,no,no,mailed check,0,yes,yes,1,2,1,14,no,north,no
T02825,25,39.2,month-to-month,fibre,yes,no,no,yes,bank transfer,0,yes,no,1,0,0,233,no,islands,no
T03692,24,66.1,one-year,fibre,yes,no,no,yes,e-check,0,yes,no,1,1,0,14,no,north,yes
T02043,3,48.4,month-to-month,fibre,yes,no,yes,yes,card,0,no,no,1,0,2,108,yes,centre,no
T01554,17,108.6,month-to-month,dsl,no,yes,no,no,bank transfer,0,yes,no,2,2,1,107,no,north,yes
T00744,31,100.1,one-year,fibre,yes,yes,no,yes,e-check,0,yes,no,0,1,0,127,yes,islands,no
T05163,1,90.1,one-year,dsl,yes,no,no,yes,bank transfer,0,yes,no,1,0,0,138,no,south,no
T03704,65,70.7,month-to-month,dsl,yes,no,no,no,card,0,no,yes,1,3,0,37,yes,centre,no
T05682,95,79.2,month-to-month,fibre,no,yes,no,yes,e-check,1,yes,no,2,1,0,111,no,south,no
T02575,12,103,two-year,dsl,no,yes,yes,no,bank transfer,0,yes,yes,1,1,0,86,yes,north,no
T02821,88,98.2,month-to-month,fibre,yes,no,no,yes,mailed check,0,yes,no,2,2,0,47,no,south,yes
T00798,13,81.7,two-year,fibre,no,yes,yes,no,card,0,no,no,1,0,0,71,no,south,no
T05870,47,47.3,one-year,fibre,yes,yes,yes,yes,card,0,no,no,1,0,1,34,no,islands,no
T06051,13,100.4,one-year,dsl,no,no,yes,yes,e-check,1,no,no,1,0,0,63,yes,islands,yes
T00916,24,83.6,one-year,none,yes,yes,no,yes,e-check,1,yes,yes,1,0,0,97,no,centre,yes
T06837,4,60.4,two-year,fibre,yes,yes,no,yes,bank transfer,0,yes,no,3,1,0,54,no,centre,no
T05465,21,53.1,month-to-month,none,no,yes,yes,yes,bank transfer,0,no,yes,2,0,0,60,no,north,no
T00273,20,88.4,month-to-month,dsl,no,no,yes,yes,bank transfer,0,yes,no,1,1,0,307,no,centre,yes
T00625,45,74.1,month-to-month,fibre,yes,no,yes,yes,bank transfer,0,yes,no,3,1,0,64,no,islands,yes
T04391,7,49.4,month-to-month,dsl,no,no,no,yes,mailed check,0,yes,yes,1,0,0,129,no,north,no
T02187,14,34.4,month-to-month,fibre,yes,no,yes,yes,e-check,0,yes,no,2,1,2,64,no,south,yes
T04259,67,35.7,month-to-month,fibre,no,no,no,yes,bank transfer,0,no,no,0,0,0,98,no,centre,no
T00222,65,70.7,month-to-month,dsl,yes,no,yes,yes,e-check,0,yes,yes,1,0,2,80,no,south,no
T04414,11,71.5,month-to-month,fibre,no,yes,yes,no,mailed check,1,no,no,1,0,0,52,no,south,no
T04890,88,26.4,month-to-month,none,no,yes,no,no,bank transfer,0,no,no,1,0,0,59,yes,south,no
T00637,31,21.3,two-year,fibre,yes,no,yes,no,card,0,no,no,1,1,1,47,no,south,no
T06279,6,80,one-year,fibre,yes,yes,no,yes,card,0,yes,yes,1,3,0,76,no,north,no
T04677,38,78.6,month-to-month,fibre,no,yes,yes,yes,bank transfer,0,no,yes,2,0,0,65,no,islands,yes
T01504,29,68.9,two-year,dsl,no,no,no,no,mailed check,1,yes,no,2,2,0,54,no,centre,no
T05896,18,99.9,one-year,none,no,no,no,no,bank transfer,0,yes,no,1,3,0,93,no,north,no
T04000,10,35.1,one-year,dsl,no,no,yes,yes,card,0,no,no,2,2,1,148,no,north,yes
T06737,25,61.8,month-to-month,fibre,no,no,no,yes,card,0,yes,yes,1,3,0,58,no,islands,no
T00553,39,37.6,month-to-month,fibre,yes,no,no,yes,bank transfer,1,no,yes,1,0,0,96,no,islands,yes
T05904,5,84.3,two-year,dsl,no,no,yes,yes,bank transfer,0,no,yes,3,0,1,27,no,centre,no
T05891,33,71.7,two-year,fibre,yes,no,yes,yes,e-check,0,no,yes,3,0,0,60,yes,islands,no
T00187,32,64.4,one-year,none,no,yes,yes,no,e-check,1,yes,no,1,2,0,44,no,north,no
T05681,30,62.3,month-to-month,dsl,no,yes,no,yes,mailed check,0,no,no,1,2,1,105,no,centre,no
T04139,12,69.8,month-to-month,dsl,no,no,yes,no,card,1,no,no,1,0,1,147,no,centre,yes
T05174,62,33.7,one-year,dsl,no,no,yes,yes,e-check,1,yes,no,3,0,1,62,no,north,no
T00433,19,38.8,month-to-month,fibre,no,yes,yes,yes,mailed check,0,yes,yes,1,0,0,125,yes,islands,no
T01974,18,54.9,month-to-month,dsl,yes,no,yes,yes,card,1,no,yes,3,1,0,93,no,north,no
T00574,94,98,two-year,none,yes,no,yes,no,mailed check,0,no,no,1,0,0,154,no,centre,no
T06212,4,80,month-to-month,fibre,no,no,yes,yes,bank transfer,0,no,no,1,0,0,169,no,islands,yes
T05468,94,97.6,month-to-month,none,yes,no,yes,yes,card,0,no,no,2,0,0,12,no,north,no
T02139,35,25.6,one-year,fibre,no,yes,no,no,mailed check,0,no,no,1,0,0,27,no,north,no
T05242,10,77.5,two-year,none,yes,yes,yes,yes,mailed check,1,yes,no,3,2,0,101,no,centre,no
T00248,7,102.8,one-year,fibre,no,no,no,no,e-check,1,no,no,3,2,2,81,no,centre,yes
T04221,27,37.1,one-year,none,no,no,no,yes,bank transfer,0,no,no,2,0,0,83,yes,south,no
T05420,33,92.7,one-year,dsl,no,no,yes,yes,e-check,0,yes,no,1,1,0,140,no,islands,no
T04231,44,90.3,month-to-month,dsl,yes,no,no,yes,mailed check,0,yes,yes,3,1,0,21,no,north,no
T05015,17,28.3,month-to-month,fibre,no,no,no,no,e-check,0,yes,no,1,1,0,106,no,islands,yes
T01681,57,27.2,two-year,none,yes,no,yes,yes,card,0,yes,yes,0,1,0,86,no,north,no
T05068,30,66.5,month-to-month,dsl,no,yes,no,no,e-check,0,no,no,1,0,1,42,no,north,no
T04581,33,87.4,month-to-month,fibre,yes,no,yes,yes,e-check,0,yes,no,1,2,1,74,no,north,yes
T00648,27,38.2,month-to-month,fibre,yes,yes,yes,yes,card,0,no,yes,2,0,1,38,no,islands,no
T06852,24,44.5,one-year,fibre,no,no,no,yes,e-check,0,no,no,1,0,0,53,no,centre,no
T02089,17,45.7,two-year,dsl,no,yes,yes,yes,e-check,0,no,no,1,1,0,68,no,centre,no
T06716,94,93.6,one-year,fibre,no,yes,yes,yes,bank transfer,1,yes,yes,2,0,0,88,yes,centre,no
T04526,5,55.8,two-year,fibre,yes,no,no,no,e-check,0,no,no,1,1,0,56,no,south,no
T06721,31,25.7,two-year,fibre,no,no,yes,yes,mailed check,1,no,yes,1,0,1,24,no,south,no
T01311,73,49.4,month-to-month,none,yes,yes,no,no,mailed check,1,yes,no,1,0,1,30,no,north,no
T03532,1,42.5,two-year,fibre,yes,no,no,no,card,0,no,no,2,0,1,72,no,centre,no
T00644,17,90.3,month-to-month,fibre,yes,yes,yes,yes,mailed check,0,yes,no,2,2,0,28,no,north,no
T03113,11,46.4,month-to-month,none,no,no,yes,no,card,0,no,no,0,0,0,26,no,north,no
T00987,22,61.5,two-year,fibre,no,yes,yes,yes,mailed check,1,yes,yes,1,1,1,30,no,north,no
T04554,6,75.6,month-to-month,fibre,no,no,yes,yes,mailed check,0,no,no,2,2,0,56,no,north,yes
T02483,1,55.4,month-to-month,fibre,yes,no,yes,yes,card,0,no,no,2,0,1,404,yes,north,no
T03327,37,54.3,month-to-month,dsl,no,yes,yes,no,mailed check,0,yes,no,1,2,0,3,no,islands,no
T02284,4,72,month-to-month,fibre,yes,yes,yes,yes,card,0,yes,no,0,0,1,105,no,centre,yes
T05618,57,90.5,month-to-month,fibre,no,no,yes,yes,card,0,no,no,1,1,0,30,no,north,no
T03717,9,50.5,month-to-month,fibre,yes,no,yes,no,mailed check,0,no,no,2,2,0,82,no,centre,no
T05943,79,72.3,two-year,none,no,no,yes,yes,mailed check,0,no,no,1,2,0,101,no,south,no
T01283,60,99.3,month-to-month,fibre,no,yes,no,yes,bank transfer,0,yes,yes,1,1,0,74,no,south,yes
T01538,3,23.9,month-to-month,none,no,yes,yes,no,bank transfer,0,no,no,0,1,1,37,no,south,no
T06709,10,89.9,month-to-month,none,yes,yes,yes,no,mailed check,0,yes,no,1,1,0,148,no,north,no
T03230,3,103,one-year,fibre,no,no,no,yes,mailed check,0,yes,no,1,0,0,47,no,centre,no
T02065,61,37.7,one-year,none,yes,no,yes,no,bank transfer,1,no,yes,1,2,0,89,no,south,no
T00161,1,101.5,month-to-month,dsl,yes,no,yes,no,card,0,yes,no,1,0,1,16,no,islands,no
T00693,145,58.4,one-year,none,yes,no,yes,no,bank transfer,0,no,no,3,0,1,41,no,south,no
T01184,14,40.7,one-year,fibre,no,yes,yes,yes,mailed check,0,no,yes,2,0,1,73,yes,south,yes
T04367,13,39.1,month-to-month,dsl,no,yes,no,no,bank transfer,0,yes,yes,1,0,0,25,no,islands,no
T04883,13,26.9,month-to-month,fibre,yes,no,yes,yes,bank transfer,0,no,no,0,0,0,120,yes,south,no
T03349,3,96.3,month-to-month,dsl,no,no,yes,yes,bank transfer,0,yes,no,1,0,0,180,yes,north,no
T03710,62,25.8,two-year,fibre,no,no,no,yes,e-check,0,no,no,1,1,1,38,no,centre,no
T04365,36,109.6,one-year,none,no,no,yes,no,card,0,yes,yes,3,2,2,77,no,centre,no
T01404,12,101.4,one-year,dsl,no,no,yes,yes,mailed check,0,yes,no,3,1,0,62,no,islands,yes
T00571,91,103.9,month-to-month,dsl,no,no,no,yes,bank transfer,0,yes,no,1,0,1,115,no,south,yes
T04116,8,61.2,one-year,fibre,yes,no,yes,yes,mailed check,0,no,yes,2,1,0,102,no,north,yes
T00258,13,58.8,one-year,dsl,no,no,yes,yes,card,0,yes,no,2,2,1,31,no,north,no
T03161,1,83.6,one-year,fibre,no,no,yes,yes,card,0,yes,yes,1,1,0,60,no,north,yes
T01661,5,79.3,month-to-month,dsl,no,no,yes,no,bank transfer,0,yes,no,1,0,1,35,no,south,no
T03205,164,32.6,two-year,dsl,no,no,yes,yes,mailed check,0,no,no,2,0,0,100,no,centre,no
T00159,19,30.7,two-year,fibre,yes,no,no,no,bank transfer,0,yes,no,1,0,0,120,yes,centre,no
T04849,1,32.5,month-to-month,fibre,no,yes,yes,yes,bank transfer,1,no,yes,1,1,0,100,no,south,yes
T00584,5,54.4,month-to-month,none,yes,no,no,no,bank transfer,0,no,yes,2,1,0,58,no,islands,yes
T03110,8,79,month-to-month,dsl,yes,yes,no,no,card,1,yes,no,3,1,0,25,no,north,no
T05227,15,36.4,month-to-month,fibre,yes,no,yes,yes,bank transfer,1,yes,yes,1,0,1,81,no,north,yes
T04352,23,43,one-year,fibre,yes,no,yes,no,mailed check,0,yes,no,1,0,0,131,no,north,yes
T01292,6,44.7,month-to-month,dsl,no,no,no,no,e-check,0,no,no,2,2,1,30,no,islands,no
T04336,9,72.1,month-to-month,dsl,no,no,no,no,bank transfer,0,no,no,1,0,0,40,no,islands,yes
T03379,29,35.7,one-year,none,yes,no,no,yes,bank transfer,1,no,yes,1,0,0,27,no,north,no
T03286,34,57.3,month-to-month,fibre,no,no,yes,no,e-check,1,yes,yes,1,0,1,161,no,south,no
T03135,210,35.1,month-to-month,fibre,no,yes,yes,yes,e-check,0,yes,yes,0,1,0,97,yes,north,no
T03127,41,102.1,one-year,fibre,yes,no,yes,yes,card,0,yes,yes,1,0,0,104,no,centre,no
T03584,2,72.6,one-year,dsl,no,yes,yes,no,bank transfer,0,yes,no,1,1,0,33,no,islands,no
T03074,11,43.4,month-to-month,fibre,yes,no,yes,yes,card,0,yes,no,2,2,0,19,no,centre,yes
T05623,72,42.1,one-year,fibre,no,yes,no,yes,card,0,yes,no,2,0,1,130,no,north,no
T04921,38,27.2,month-to-month,fibre,no,no,no,yes,card,0,yes,no,1,2,1,83,no,islands,yes
T05087,38,75.2,two-year,none,yes,no,yes,yes,e-check,0,yes,no,2,2,1,74,no,islands,no
T06618,27,95.3,two-year,dsl,yes,yes,no,no,bank transfer,0,no,yes,1,2,0,41,no,islands,no
T00250,13,108.9,one-year,dsl,yes,no,no,yes,card,0,no,no,2,0,0,235,no,islands,yes
T03764,29,79.3,two-year,fibre,yes,no,yes,yes,card,0,yes,no,2,1,0,85,yes,centre,no
T03037,8,66,month-to-month,fibre,no,yes,no,yes,bank transfer,0,yes,no,2,0,0,79,no,south,yes
T03602,26,71.9,one-year,dsl,no,no,no,yes,e-check,0,no,yes,2,1,1,24,no,south,no
T06244,6,54.1,two-year,none,no,no,no,yes,bank transfer,0,no,yes,1,0,1,54,no,islands,no
T06911,40,46.6,month-to-month,fibre,yes,yes,yes,yes,bank transfer,0,no,no,2,2,0,202,no,centre,no
T05607,65,42,two-year,fibre,yes,no,no,no,e-check,0,no,no,2,1,0,47,no,islands,no
T04146,18,72.7,month-to-month,fibre,no,yes,no,no,card,1,no,no,3,1,1,33,no,centre,yes
T05909,9,36.3,two-year,none,yes,no,no,no,card,0,yes,no,1,0,0,47,no,islands,no
T00013,2,55.6,month-to-month,dsl,yes,no,yes,yes,mailed check,1,yes,no,1,2,0,287,no,islands,yes
T06481,69,74.9,two-year,dsl,yes,yes,yes,yes,e-check,1,no,no,2,3,0,83,yes,north,no
T00927,14,20,one-year,fibre,no,no,no,yes,bank transfer,0,no,yes,1,0,0,75,no,islands,no
T01513,8,100.7,two-year,fibre,no,no,no,yes,e-check,0,no,yes,1,0,1,58,no,south,no
T05825,1,41.6,month-to-month,dsl,no,no,no,yes,e-check,0,yes,no,1,0,0,77,yes,centre,no
T03068,50,41.3,month-to-month,fibre,no,no,no,yes,card,0,yes,no,2,0,2,42,no,north,no
T02517,15,96.3,two-year,dsl,yes,no,no,yes,mailed check,0,no,no,1,2,1,51,no,south,no
T01835,18,80.6,month-to-month,dsl,yes,no,yes,no,bank transfer,0,no,no,2,1,0,77,no,islands,no
T02889,40,106.4,month-to-month,none,yes,no,no,yes,card,0,no,yes,2,0,0,115,yes,south,no
T02695,43,46.8,two-year,none,no,no,yes,yes,mailed check,0,yes,no,1,1,0,37,no,centre,no
T02161,2,82,month-to-month,dsl,yes,yes,yes,no,mailed check,1,no,yes,1,0,0,51,yes,centre,no
T00376,93,78.2,month-to-month,fibre,no,no,yes,yes,bank transfer,0,no,yes,2,2,0,34,no,south,yes
T01059,15,56.2,one-year,fibre,no,yes,yes,yes,mailed check,0,yes,yes,1,2,0,5,yes,south,no
T01805,129,82.6,month-to-month,fibre,yes,no,yes,yes,mailed check,0,yes,yes,1,1,2,47,no,north,yes
T03760,1,71.9,month-to-month,none,no,no,no,no,mailed check,0,no,no,1,1,0,70,yes,centre,no
T05955,16,82.2,one-year,dsl,no,no,yes,yes,bank transfer,0,no,yes,2,3,0,32,no,islands,no
T02319,77,95.9,two-year,none,no,no,yes,yes,mailed check,1,yes,yes,3,0,2,16,no,south,no
T01099,22,93.1,month-to-month,fibre,no,no,yes,yes,e-check,1,yes,no,2,0,0,128,no,islands,yes
T03254,6,23.3,two-year,fibre,no,yes,no,yes,bank transfer,0,yes,no,1,1,0,147,no,south,no
T05027,37,81.3,two-year,fibre,no,yes,yes,no,bank transfer,0,no,no,1,4,1,69,no,islands,no
T00025,15,98.2,two-year,dsl,no,no,no,no,card,0,no,no,2,0,3,10,no,centre,no
T04583,62,32.1,one-year,fibre,no,no,yes,yes,bank transfer,0,yes,yes,2,0,0,62,no,north,no
T04557,6,45.9,month-to-month,fibre,no,no,no,yes,bank transfer,0,yes,yes,1,0,0,62,no,north,no
T06319,38,103.8,month-to-month,fibre,yes,no,no,yes,mailed check,0,no,no,1,0,0,66,no,south,yes
T06791,1,35.6,month-to-month,fibre,no,no,yes,yes,card,0,no,no,0,0,1,71,no,north,yes
T05226,110,64.3,month-to-month,fibre,yes,no,yes,yes,card,1,yes,no,2,1,1,34,no,north,no
T06059,2,73.4,two-year,none,yes,yes,yes,yes,card,0,no,yes,1,1,1,78,no,south,no
T01155,24,22.1,two-year,fibre,no,no,yes,yes,e-check,1,yes,no,2,2,0,134,no,north,yes
T04536,6,91,one-year,none,no,yes,yes,yes,e-check,0,yes,no,0,0,1,80,no,north,no
T01454,15,69,one-year,none,yes,no,no,no,card,1,no,no,1,0,2,17,no,centre,no
T06641,40,103,month-to-month,dsl,yes,no,yes,yes,bank transfer,1,no,no,2,3,0,138,no,south,no
T05541,2,59.1,two-year,fibre,no,yes,no,yes,card,0,no,no,1,2,0,27,no,centre,yes
T03191,2,61.6,two-year,fibre,yes,no,no,no,card,0,no,no,2,1,0,6,no,south,no
T04044,56,44.9,month-to-month,fibre,no,no,no,yes,e-check,0,yes,no,2,2,0,38,no,north,yes
T05988,67,82,one-year,dsl,no,no,no,yes,e-check,0,yes,no,2,0,1,233,no,islands,no
T04397,80,78.3,one-year,dsl,no,no,yes,no,bank transfer,0,no,yes,0,2,0,133,no,islands,no
T04510,13,29.6,month-to-month,none,no,yes,yes,no,e-check,0,yes,no,2,0,0,68,no,south,no
T01495,58,51.3,month-to-month,fibre,no,no,yes,yes,e-check,1,no,yes,2,1,0,9,no,north,yes
T03870,1,71.7,month-to-month,none,no,no,yes,no,e-check,0,yes,yes,1,0,0,46,no,islands,no
T06029,2,62.8,two-year,fibre,yes,no,yes,yes,mailed check,0,yes,no,2,3,1,38,no,north,no
T03830,5,109.8,two-year,dsl,no,no,no,no,e-check,0,yes,no,2,1,0,87,no,centre,no
T04312,35,22.2,two-year,fibre,no,yes,no,yes,bank transfer,1,no,no,2,1,0,164,yes,north,no
T04926,75,84.2,two-year,dsl,no,no,no,yes,mailed check,0,no,no,1,0,0,60,no,south,no
T04107,20,75.7,one-year,fibre,yes,no,yes,yes,bank transfer,0,no,no,1,0,1,30,yes,centre,no
T01640,51,77,month-to-month,dsl,no,no,no,no,mailed check,1,no,yes,1,1,1,27,yes,centre,yes
T04025,1,48.6,month-to-month,dsl,yes,no,yes,yes,bank transfer,0,no,no,1,0,2,18,no,south,no
T02227,83,38.4,two-year,dsl,yes,yes,no,no,mailed check,0,no,no,1,0,1,44,no,islands,no
T03277,78,69.7,two-year,fibre,no,no,yes,no,e-check,0,yes,no,3,1,1,66,no,centre,no
T00682,1,31,two-year,dsl,no,no,no,yes,mailed check,0,yes,yes,2,0,1,51,no,south,no
T03925,20,56.3,two-year,dsl,no,no,yes,no,bank transfer,1,yes,no,1,0,0,78,yes,centre,no
T03873,83,105.3,two-year,dsl,yes,yes,no,no,mailed check,1,no,no,2,1,0,20,yes,south,no
T03993,29,38.9,two-year,dsl,yes,yes,no,no,bank transfer,1,no,yes,2,1,1,151,no,south,no
T05509,94,34.1,one-year,fibre,no,no,yes,yes,card,0,yes,yes,2,2,1,111,no,centre,no
T04048,42,99.3,month-to-month,fibre,yes,yes,no,yes,card,0,no,yes,2,1,0,142,no,south,no
T01667,13,83.8,month-to-month,none,no,yes,yes,no,card,1,yes,no,1,2,0,62,no,north,no
T05175,44,102,month-to-month,fibre,no,no,no,no,bank transfer,0,no,no,3,0,1,52,no,south,yes
T01645,30,39.7,month-to-month,fibre,no,no,no,no,mailed check,0,no,no,2,1,0,54,no,islands,no
T05633,36,102.5,two-year,dsl,no,no,no,no,mailed check,1,no,no,1,0,2,87,no,north,no
T05438,95,38.7,month-to-month,dsl,no,yes,yes,no,e-check,0,yes,no,0,0,0,17,no,centre,no
T06616,15,33.3,one-year,fibre,yes,yes,no,no,mailed check,0,no,no,1,2,0,24,no,islands,yes
T05775,41,33.9,month-to-month,fibre,no,no,no,yes,mailed check,0,no,no,1,0,0,62,no,south,no
T01644,23,85.6,two-year,fibre,no,no,yes,yes,e-check,0,yes,no,1,0,0,35,no,centre,no
T02987,112,108.6,month-to-month,fibre,no,yes,yes,yes,bank transfer,0,no,yes,1,2,0,15,yes,centre,yes
T06591,45,55.3,month-to-month,fibre,no,no,yes,yes,card,0,no,no,1,1,0,37,no,south,yes
T01711,70,35.3,month-to-month,fibre,yes,no,yes,no,bank transfer,1,yes,no,2,0,0,66,yes,north,no
T01137,58,99.7,month-to-month,none,yes,no,no,yes,e-check,0,no,no,3,2,0,36,no,north,no
T04513,32,78.8,one-year,fibre,yes,yes,yes,yes,bank transfer,0,no,yes,1,0,0,23,no,south,no
T02093,41,38.9,month-to-month,none,yes,yes,no,yes,card,0,yes,no,2,1,0,83,no,islands,no
T05273,6,54.2,one-year,dsl,no,yes,yes,yes,mailed check,0,no,yes,0,0,0,129,no,south,yes
T06072,22,51.3,month-to-month,dsl,no,yes,yes,yes,bank transfer,0,yes,no,1,0,0,77,no,south,no
T05983,2,63.8,month-to-month,none,no,yes,no,no,mailed check,0,yes,yes,2,1,0,114,no,islands,yes
T00104,7,95.8,month-to-month,dsl,no,no,no,yes,e-check,0,no,no,1,1,0,43,no,centre,no
T04547,31,51,two-year,dsl,no,no,yes,yes,mailed check,0,no,no,1,1,0,90,no,islands,no
T05620,26,74.2,month-to-month,dsl,no,no,no,yes,mailed check,1,no,no,1,2,0,116,yes,south,yes
T05516,43,48.8,month-to-month,fibre,no,no,no,yes,e-check,0,yes,no,2,0,0,143,no,north,yes
T03165,3,79,month-to-month,fibre,no,no,no,yes,e-check,0,no,yes,2,1,0,68,no,south,yes
T05337,70,104,one-year,none,no,no,yes,no,mailed check,0,no,yes,1,0,0,111,no,centre,yes
T00444,43,89.5,month-to-month,fibre,yes,yes,yes,yes,mailed check,0,yes,no,1,1,0,78,no,north,no
T06885,136,102.6,month-to-month,none,no,no,no,yes,bank transfer,0,no,no,2,0,1,17,no,north,yes
T04530,9,77.6,two-year,fibre,yes,yes,no,yes,card,0,no,no,1,3,0,67,yes,north,yes
T01875,60,100,two-year,none,no,yes,yes,no,e-check,0,yes,no,1,2,1,117,yes,centre,no
T00163,18,69,month-to-month,fibre,yes,no,no,no,mailed check,0,yes,no,3,0,1,148,no,centre,no
T04948,21,77.5,month-to-month,dsl,no,no,yes,yes,mailed check,0,no,no,1,2,2,78,yes,islands,no
T04046,33,23.4,one-year,fibre,no,no,no,no,mailed check,0,no,yes,1,0,0,133,no,centre,no
T00384,13,91.2,one-year,fibre,yes,no,yes,yes,e-check,1,yes,no,3,1,1,52,no,centre,no
T05604,11,94.9,month-to-month,dsl,no,no,yes,no,card,0,no,no,1,0,0,70,yes,islands,no
T05693,18,58.5,one-year,dsl,no,no,no,yes,card,0,no,yes,3,1,2,21,no,north,yes
T05754,4,67.7,one-year,fibre,no,no,yes,yes,mailed check,0,no,no,1,2,0,78,no,islands,yes
T04075,30,69.9,month-to-month,none,no,yes,yes,yes,bank transfer,0,yes,no,1,0,0,21,yes,islands,yes
T00246,8,35.7,two-year,dsl,no,no,no,yes,bank transfer,1,no,no,1,1,0,134,no,islands,no
T06148,62,95.3,one-year,dsl,yes,no,no,yes,e-check,0,no,no,1,0,0,39,no,centre,no
T01745,18,98.2,month-to-month,fibre,no,no,no,yes,card,0,no,yes,2,0,0,164,yes,centre,no
